model,researcher_name,ground_truth_groups,top_1_groups,top_1_scores,top_3_groups,top_3_scores,top_5_groups,top_5_scores
lda,Hanspeter Pfister,Artificial Intelligence | Computer Graphics | Computer Vision | Human-Computer Interaction | Machine Learning | Visualization,Computer Vision,0.817572,Computer Vision | Artificial Intelligence | Visualization,0.817572 | 0.791462 | 0.787051,Computer Vision | Artificial Intelligence | Visualization | Machine Learning | Human-Computer Interaction,0.817572 | 0.791462 | 0.787051 | 0.781830 | 0.781612
lda,Haoyu Wang 0004,Artificial Intelligence | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Visualization,0.420016,Visualization | Data Mining | The Web & Information Retrieval,0.420016 | 0.331839 | 0.266606,Visualization | Data Mining | The Web & Information Retrieval | Software Engineering | Databases,0.420016 | 0.331839 | 0.266606 | 0.244306 | 0.241425
lda,Hehe Fan,Artificial Intelligence | Computer Vision | Machine Learning | The Web & Information Retrieval,Computer Vision,0.639905,Computer Vision | Artificial Intelligence | Robotics,0.639905 | 0.579288 | 0.574986,Computer Vision | Artificial Intelligence | Robotics | Machine Learning | Computer Graphics,0.639905 | 0.579288 | 0.574986 | 0.573499 | 0.532023
lda,Helge Rhodin,Computer Graphics | Computer Vision | Machine Learning,Computer Graphics,0.720997,Computer Graphics | Computer Vision | Robotics,0.720997 | 0.488889 | 0.454415,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Visualization,0.720997 | 0.488889 | 0.454415 | 0.366095 | 0.364265
lda,Henghui Ding,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.851962,Computer Graphics | Computer Vision | Robotics,0.851962 | 0.774356 | 0.681211,Computer Graphics | Computer Vision | Robotics | Artificial Intelligence | Machine Learning,0.851962 | 0.774356 | 0.681211 | 0.603055 | 0.598523
lda,Hilde Kuehne,Computer Vision | Human-Computer Interaction | Machine Learning,Computer Vision,0.671158,Computer Vision | Artificial Intelligence | Machine Learning,0.671158 | 0.635770 | 0.612131,Computer Vision | Artificial Intelligence | Machine Learning | Natural Language Processing | Data Mining,0.671158 | 0.635770 | 0.612131 | 0.600680 | 0.565999
lda,Hoda Eldardiry,Data Mining | Natural Language Processing | The Web & Information Retrieval,Computer Vision,0.266088,Computer Vision | Computer Graphics | Robotics,0.266088 | 0.265776 | 0.226867,Computer Vision | Computer Graphics | Robotics | Artificial Intelligence | Human-Computer Interaction,0.266088 | 0.265776 | 0.226867 | 0.208492 | 0.207888
lda,Hongbo Fu 0001,Artificial Intelligence | Computer Graphics | Computer Vision | Human-Computer Interaction | Robotics,Computer Graphics,0.819646,Computer Graphics | Computer Vision | Robotics,0.819646 | 0.721188 | 0.656869,Computer Graphics | Computer Vision | Robotics | Machine Learning | Human-Computer Interaction,0.819646 | 0.721188 | 0.656869 | 0.566011 | 0.563448
lda,Hongyang Li,Artificial Intelligence | Computer Vision | Machine Learning,Robotics,0.682578,Robotics | Human-Computer Interaction | Visualization,0.682578 | 0.665134 | 0.562455,Robotics | Human-Computer Interaction | Visualization | Software Engineering | Computer Graphics,0.682578 | 0.665134 | 0.562455 | 0.537640 | 0.505337
lda,Hongyu Zhang 0002,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | Software Engineering | The Web & Information Retrieval,Databases,0.616077,Databases | Data Mining | The Web & Information Retrieval,0.616077 | 0.520864 | 0.519127,Databases | Data Mining | The Web & Information Retrieval | Visualization | Natural Language Processing,0.616077 | 0.520864 | 0.519127 | 0.467092 | 0.457449
lda,Hongzhi Yin,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Software Engineering,0.881861,Software Engineering | Data Mining | Visualization,0.881861 | 0.806083 | 0.782443,Software Engineering | Data Mining | Visualization | The Web & Information Retrieval | Human-Computer Interaction,0.881861 | 0.806083 | 0.782443 | 0.781636 | 0.756230
lda,Hua Wei 0001,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | The Web & Information Retrieval,Visualization,0.687287,Visualization | Data Mining | The Web & Information Retrieval,0.687287 | 0.640345 | 0.625691,Visualization | Data Mining | The Web & Information Retrieval | Software Engineering | Human-Computer Interaction,0.687287 | 0.640345 | 0.625691 | 0.563989 | 0.549315
lda,Huamin Qu,Artificial Intelligence | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning | Natural Language Processing | Visualization,Human-Computer Interaction,0.830923,Human-Computer Interaction | Software Engineering | Visualization,0.830923 | 0.751108 | 0.729574,Human-Computer Interaction | Software Engineering | Visualization | The Web & Information Retrieval | Data Mining,0.830923 | 0.751108 | 0.729574 | 0.573218 | 0.537779
lda,Huan Zhang 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Machine Learning,0.419078,Machine Learning | Artificial Intelligence | Computer Vision,0.419078 | 0.389310 | 0.361516,Machine Learning | Artificial Intelligence | Computer Vision | Data Mining | Natural Language Processing,0.419078 | 0.389310 | 0.361516 | 0.354546 | 0.345394
lda,Huiyuan Fu,Artificial Intelligence | Computer Vision,Robotics,0.298179,Robotics | Computer Vision | Artificial Intelligence,0.298179 | 0.283510 | 0.238788,Robotics | Computer Vision | Artificial Intelligence | Human-Computer Interaction | Computer Graphics,0.298179 | 0.283510 | 0.238788 | 0.230386 | 0.220398
lda,Hyunwoo J. Kim,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Computer Vision,0.488766,Computer Vision | Machine Learning | Artificial Intelligence,0.488766 | 0.478579 | 0.466951,Computer Vision | Machine Learning | Artificial Intelligence | Natural Language Processing | Human-Computer Interaction,0.488766 | 0.478579 | 0.466951 | 0.455947 | 0.447801
lda,Imari Sato,Artificial Intelligence | Computer Graphics | Computer Vision,Computer Graphics,0.732683,Computer Graphics | Computer Vision | Robotics,0.732683 | 0.567114 | 0.544231,Computer Graphics | Computer Vision | Robotics | Visualization | Human-Computer Interaction,0.732683 | 0.567114 | 0.544231 | 0.523838 | 0.495208
lda,Ioannis M. Rekleitis,Robotics,Robotics,0.637979,Robotics | Human-Computer Interaction | Machine Learning,0.637979 | 0.423552 | 0.376819,Robotics | Human-Computer Interaction | Machine Learning | Artificial Intelligence | Computer Vision,0.637979 | 0.423552 | 0.376819 | 0.368145 | 0.359246
lda,Ion Stoica,Artificial Intelligence | Computer Vision | Databases | Machine Learning | Natural Language Processing | Robotics,Natural Language Processing,0.759172,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.759172 | 0.757305 | 0.728936,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Databases | Data Mining,0.759172 | 0.757305 | 0.728936 | 0.706988 | 0.697506
lda,Irwin King,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | Software Engineering | The Web & Information Retrieval,Data Mining,0.733707,Data Mining | Visualization | The Web & Information Retrieval,0.733707 | 0.727379 | 0.684733,Data Mining | Visualization | The Web & Information Retrieval | Natural Language Processing | Software Engineering,0.733707 | 0.727379 | 0.684733 | 0.643570 | 0.641406
lda,Iryna Gurevych,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.806131,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.806131 | 0.765730 | 0.724903,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Data Mining,0.806131 | 0.765730 | 0.724903 | 0.673516 | 0.670330
lda,Ivan Laptev,Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.861656,Robotics | Computer Vision | Computer Graphics,0.861656 | 0.746941 | 0.694027,Robotics | Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence,0.861656 | 0.746941 | 0.694027 | 0.669258 | 0.668086
lda,Jaakko Lehtinen,Computer Graphics | Computer Vision | Machine Learning,Computer Vision,0.383470,Computer Vision | Computer Graphics | Robotics,0.383470 | 0.355269 | 0.353342,Computer Vision | Computer Graphics | Robotics | Artificial Intelligence | Machine Learning,0.383470 | 0.355269 | 0.353342 | 0.320694 | 0.312165
lda,Jackie Chi Kit Cheung,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.873934,Natural Language Processing | The Web & Information Retrieval | Data Mining,0.873934 | 0.856697 | 0.785311,Natural Language Processing | The Web & Information Retrieval | Data Mining | Visualization | Software Engineering,0.873934 | 0.856697 | 0.785311 | 0.730833 | 0.728506
lda,Jacob R. Gardner,Artificial Intelligence | Computer Vision | Databases | Machine Learning,Natural Language Processing,0.542070,Natural Language Processing | Machine Learning | Artificial Intelligence,0.542070 | 0.536980 | 0.509499,Natural Language Processing | Machine Learning | Artificial Intelligence | Robotics | Software Engineering,0.542070 | 0.536980 | 0.509499 | 0.503386 | 0.476441
lda,Jae-sun Seo,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.486188,Computer Vision | Artificial Intelligence | Machine Learning,0.486188 | 0.466059 | 0.457366,Computer Vision | Artificial Intelligence | Machine Learning | Data Mining | Natural Language Processing,0.486188 | 0.466059 | 0.457366 | 0.443029 | 0.427972
lda,Jaemin Cho 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Natural Language Processing,0.651428,Natural Language Processing | Computer Vision | Artificial Intelligence,0.651428 | 0.591979 | 0.586467,Natural Language Processing | Computer Vision | Artificial Intelligence | Software Engineering | Machine Learning,0.651428 | 0.591979 | 0.586467 | 0.566264 | 0.560707
lda,Jaesik Park,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Computer Graphics,0.928893,Computer Graphics | Computer Vision | Robotics,0.928893 | 0.735774 | 0.666034,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.928893 | 0.735774 | 0.666034 | 0.593399 | 0.564726
lda,Jaeyeon Lee 0002,Human-Computer Interaction,Human-Computer Interaction,0.465967,Human-Computer Interaction | Visualization | Artificial Intelligence,0.465967 | 0.314981 | 0.206653,Human-Computer Interaction | Visualization | Artificial Intelligence | Robotics | Machine Learning,0.465967 | 0.314981 | 0.206653 | 0.206490 | 0.200571
lda,James A. Landay,Human-Computer Interaction | Natural Language Processing,Human-Computer Interaction,0.644609,Human-Computer Interaction | Software Engineering | Visualization,0.644609 | 0.513280 | 0.504383,Human-Computer Interaction | Software Engineering | Visualization | The Web & Information Retrieval | Natural Language Processing,0.644609 | 0.513280 | 0.504383 | 0.356309 | 0.342422
lda,James A. Preiss,Machine Learning | Robotics,Machine Learning,0.308347,Machine Learning | Artificial Intelligence | Data Mining,0.308347 | 0.264320 | 0.196657,Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval | Databases,0.308347 | 0.264320 | 0.196657 | 0.181624 | 0.159901
lda,James T. Kwok,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.827095,Natural Language Processing | The Web & Information Retrieval | Data Mining,0.827095 | 0.751886 | 0.740694,Natural Language Processing | The Web & Information Retrieval | Data Mining | Artificial Intelligence | Software Engineering,0.827095 | 0.751886 | 0.740694 | 0.727042 | 0.711172
lda,James Wang,Computer Vision | Natural Language Processing,Machine Learning,0.295377,Machine Learning | Artificial Intelligence | Computer Vision,0.295377 | 0.286803 | 0.268382,Machine Learning | Artificial Intelligence | Computer Vision | Natural Language Processing | Data Mining,0.295377 | 0.286803 | 0.268382 | 0.267884 | 0.265067
lda,Jan O. Borchers,Human-Computer Interaction,Human-Computer Interaction,0.542012,Human-Computer Interaction | Visualization | Robotics,0.542012 | 0.362096 | 0.284915,Human-Computer Interaction | Visualization | Robotics | Databases | Software Engineering,0.542012 | 0.362096 | 0.284915 | 0.246918 | 0.224554
lda,Jason J. Ford,Robotics,Robotics,0.705828,Robotics | Computer Vision | Computer Graphics,0.705828 | 0.550204 | 0.521731,Robotics | Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence,0.705828 | 0.550204 | 0.521731 | 0.485381 | 0.473142
lda,Jasper C. H. Lee,Artificial Intelligence | Machine Learning,Machine Learning,0.411098,Machine Learning | Artificial Intelligence | Data Mining,0.411098 | 0.360006 | 0.286697,Machine Learning | Artificial Intelligence | Data Mining | Databases | The Web & Information Retrieval,0.411098 | 0.360006 | 0.286697 | 0.258349 | 0.252626
lda,Jay-Yoon Lee,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.770060,Natural Language Processing | The Web & Information Retrieval | Artificial Intelligence,0.770060 | 0.711997 | 0.690419,Natural Language Processing | The Web & Information Retrieval | Artificial Intelligence | Machine Learning | Data Mining,0.770060 | 0.711997 | 0.690419 | 0.683257 | 0.671894
lda,Jean Ponce,Computer Graphics | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.773064,Computer Graphics | Computer Vision | Robotics,0.773064 | 0.586275 | 0.585194,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.773064 | 0.586275 | 0.585194 | 0.499098 | 0.467502
lda,Jian Kang 0008,Data Mining | Machine Learning | The Web & Information Retrieval | Visualization,Databases,0.658533,Databases | Data Mining | The Web & Information Retrieval,0.658533 | 0.608325 | 0.556129,Databases | Data Mining | The Web & Information Retrieval | Visualization | Software Engineering,0.658533 | 0.608325 | 0.556129 | 0.518839 | 0.466988
lda,Jian Yang 0001,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Computer Vision,0.551490,Computer Vision | Human-Computer Interaction | Artificial Intelligence,0.551490 | 0.523015 | 0.511083,Computer Vision | Human-Computer Interaction | Artificial Intelligence | Machine Learning | Robotics,0.551490 | 0.523015 | 0.511083 | 0.505099 | 0.489766
lda,Jiannan Wang 0001,Data Mining | Databases,Databases,0.683405,Databases | Software Engineering | Data Mining,0.683405 | 0.508193 | 0.497242,Databases | Software Engineering | Data Mining | The Web & Information Retrieval | Visualization,0.683405 | 0.508193 | 0.497242 | 0.494623 | 0.382723
lda,Jianwei Huang 0001,Artificial Intelligence,Databases,0.650966,Databases | Software Engineering | Data Mining,0.650966 | 0.472955 | 0.462859,Databases | Software Engineering | Data Mining | The Web & Information Retrieval | Visualization,0.650966 | 0.472955 | 0.462859 | 0.444596 | 0.404307
lda,Jiatao Gu,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing,Computer Graphics,0.636901,Computer Graphics | Computer Vision | Robotics,0.636901 | 0.511384 | 0.454308,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.636901 | 0.511384 | 0.454308 | 0.446222 | 0.417513
lda,Jiaxin Mao,Artificial Intelligence | Data Mining | Natural Language Processing | The Web & Information Retrieval,The Web & Information Retrieval,0.616118,The Web & Information Retrieval | Natural Language Processing | Data Mining,0.616118 | 0.562942 | 0.505252,The Web & Information Retrieval | Natural Language Processing | Data Mining | Artificial Intelligence | Software Engineering,0.616118 | 0.562942 | 0.505252 | 0.430764 | 0.430402
lda,Jiayuan Mao,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.722706,Robotics | Machine Learning | Artificial Intelligence,0.722706 | 0.555047 | 0.549560,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Human-Computer Interaction,0.722706 | 0.555047 | 0.549560 | 0.543347 | 0.524129
lda,Jie Li,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Robotics | The Web & Information Retrieval,Computer Vision,0.585941,Computer Vision | Robotics | Machine Learning,0.585941 | 0.576523 | 0.558482,Computer Vision | Robotics | Machine Learning | Artificial Intelligence | Natural Language Processing,0.585941 | 0.576523 | 0.558482 | 0.549701 | 0.461165
lda,Jie Shao 0001,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Human-Computer Interaction,0.411109,Human-Computer Interaction | Visualization | Databases,0.411109 | 0.254545 | 0.243169,Human-Computer Interaction | Visualization | Databases | The Web & Information Retrieval | Data Mining,0.411109 | 0.254545 | 0.243169 | 0.184595 | 0.169040
lda,Jiliang Tang,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.854286,Data Mining | The Web & Information Retrieval | Databases,0.854286 | 0.837252 | 0.804160,Data Mining | The Web & Information Retrieval | Databases | Natural Language Processing | Visualization,0.854286 | 0.837252 | 0.804160 | 0.796821 | 0.745498
lda,Jing Tang 0004,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.544594,Databases | Machine Learning | Artificial Intelligence,0.544594 | 0.541095 | 0.517465,Databases | Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval,0.544594 | 0.541095 | 0.517465 | 0.507044 | 0.471253
lda,Jing Zhang 0052,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.826061,Computer Graphics | Computer Vision | Machine Learning,0.826061 | 0.817722 | 0.725112,Computer Graphics | Computer Vision | Machine Learning | Robotics | Artificial Intelligence,0.826061 | 0.817722 | 0.725112 | 0.713304 | 0.702276
lda,Jingjing Li 0001,Artificial Intelligence | Computer Vision | Machine Learning | The Web & Information Retrieval,Computer Vision,0.552446,Computer Vision | Artificial Intelligence | Machine Learning,0.552446 | 0.520534 | 0.518206,Computer Vision | Artificial Intelligence | Machine Learning | Data Mining | Natural Language Processing,0.552446 | 0.520534 | 0.518206 | 0.468884 | 0.439195
lda,Jingyong Su,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning,Computer Vision,0.202243,Computer Vision | Robotics | Artificial Intelligence,0.202243 | 0.195798 | 0.178938,Computer Vision | Robotics | Artificial Intelligence | Human-Computer Interaction | Machine Learning,0.202243 | 0.195798 | 0.178938 | 0.164616 | 0.160143
lda,Jinhang Zuo,Artificial Intelligence | Machine Learning,Machine Learning,0.358717,Machine Learning | Artificial Intelligence | Data Mining,0.358717 | 0.334232 | 0.308336,Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval | Databases,0.358717 | 0.334232 | 0.308336 | 0.295913 | 0.286518
lda,Jinjian Wu,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.321083,Computer Vision | Robotics | Artificial Intelligence,0.321083 | 0.315161 | 0.283116,Computer Vision | Robotics | Artificial Intelligence | Human-Computer Interaction | Computer Graphics,0.321083 | 0.315161 | 0.283116 | 0.263176 | 0.262296
lda,Jisoo Mok,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Software Engineering,0.742507,Software Engineering | Human-Computer Interaction | Visualization,0.742507 | 0.657073 | 0.595709,Software Engineering | Human-Computer Interaction | Visualization | The Web & Information Retrieval | Data Mining,0.742507 | 0.657073 | 0.595709 | 0.587751 | 0.578372
lda,Jitendra Malik,Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.896680,Robotics | Computer Graphics | Computer Vision,0.896680 | 0.755144 | 0.734730,Robotics | Computer Graphics | Computer Vision | Machine Learning | Artificial Intelligence,0.896680 | 0.755144 | 0.734730 | 0.678209 | 0.660662
lda,Jiuyong Li,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Visualization,0.469764,Visualization | Databases | Data Mining,0.469764 | 0.355107 | 0.354706,Visualization | Databases | Data Mining | The Web & Information Retrieval | Software Engineering,0.469764 | 0.355107 | 0.354706 | 0.299700 | 0.294710
lda,Jocelyn Dunstan,Machine Learning,Natural Language Processing,0.292565,Natural Language Processing | Computer Vision | Artificial Intelligence,0.292565 | 0.254243 | 0.251095,Natural Language Processing | Computer Vision | Artificial Intelligence | Machine Learning | Human-Computer Interaction,0.292565 | 0.254243 | 0.251095 | 0.247127 | 0.222711
lda,Joel H. Saltz,Computer Vision | Databases,Computer Vision,0.574140,Computer Vision | Machine Learning | Artificial Intelligence,0.574140 | 0.527756 | 0.525839,Computer Vision | Machine Learning | Artificial Intelligence | Data Mining | Computer Graphics,0.574140 | 0.527756 | 0.525839 | 0.485620 | 0.477373
lda,John C. S. Lui,Artificial Intelligence | Data Mining | Databases | Machine Learning | The Web & Information Retrieval,Machine Learning,0.487418,Machine Learning | Artificial Intelligence | Data Mining,0.487418 | 0.465356 | 0.448431,Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval | Software Engineering,0.487418 | 0.465356 | 0.448431 | 0.431857 | 0.404031
lda,John V. Guttag,Artificial Intelligence | Computer Graphics | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning,Computer Graphics,0.779150,Computer Graphics | Computer Vision | Robotics,0.779150 | 0.594374 | 0.561043,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.779150 | 0.594374 | 0.561043 | 0.449588 | 0.431820
lda,Jonathan Berant,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.854298,Natural Language Processing | The Web & Information Retrieval | Machine Learning,0.854298 | 0.742315 | 0.729419,Natural Language Processing | The Web & Information Retrieval | Machine Learning | Artificial Intelligence | Data Mining,0.854298 | 0.742315 | 0.729419 | 0.726685 | 0.712649
lda,Jonathan K. Kummerfeld,Human-Computer Interaction | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.722802,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.722802 | 0.704642 | 0.688444,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Human-Computer Interaction | Visualization,0.722802 | 0.704642 | 0.688444 | 0.659352 | 0.646333
lda,Jongheon Jeong,Artificial Intelligence | Computer Vision | Machine Learning,Natural Language Processing,0.614537,Natural Language Processing | Machine Learning | Computer Vision,0.614537 | 0.553985 | 0.547693,Natural Language Processing | Machine Learning | Computer Vision | Artificial Intelligence | Software Engineering,0.614537 | 0.553985 | 0.547693 | 0.546126 | 0.498874
lda,Joseph Jay Williams,Artificial Intelligence,Software Engineering,0.683945,Software Engineering | Human-Computer Interaction | Visualization,0.683945 | 0.663531 | 0.560763,Software Engineering | Human-Computer Interaction | Visualization | The Web & Information Retrieval | Natural Language Processing,0.683945 | 0.663531 | 0.560763 | 0.487503 | 0.473210
lda,José Camacho-Collados,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.669528,Natural Language Processing | The Web & Information Retrieval | Data Mining,0.669528 | 0.626479 | 0.565913,Natural Language Processing | The Web & Information Retrieval | Data Mining | Artificial Intelligence | Machine Learning,0.669528 | 0.626479 | 0.565913 | 0.552986 | 0.536579
lda,Judy Hoffman,Computer Vision | Machine Learning | Robotics,Computer Vision,0.546224,Computer Vision | Robotics | Computer Graphics,0.546224 | 0.520405 | 0.496915,Computer Vision | Robotics | Computer Graphics | Visualization | Machine Learning,0.546224 | 0.520405 | 0.496915 | 0.485727 | 0.469471
lda,Juho Kannala,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Robotics,0.386918,Robotics | Computer Vision | Artificial Intelligence,0.386918 | 0.344594 | 0.289980,Robotics | Computer Vision | Artificial Intelligence | Machine Learning | Human-Computer Interaction,0.386918 | 0.344594 | 0.289980 | 0.281018 | 0.246133
lda,Julie A. Shah,Artificial Intelligence | Human-Computer Interaction | Machine Learning | Natural Language Processing | Robotics | The Web & Information Retrieval,Robotics,0.716184,Robotics | Artificial Intelligence | Machine Learning,0.716184 | 0.698774 | 0.684893,Robotics | Artificial Intelligence | Machine Learning | Natural Language Processing | Software Engineering,0.716184 | 0.698774 | 0.684893 | 0.670169 | 0.663246
lda,Jun Zhu 0001,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Machine Learning,0.759594,Machine Learning | Artificial Intelligence | Computer Vision,0.759594 | 0.726254 | 0.716325,Machine Learning | Artificial Intelligence | Computer Vision | Data Mining | Natural Language Processing,0.759594 | 0.726254 | 0.716325 | 0.690109 | 0.653141
lda,Juncheng Li 0006,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.813019,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.813019 | 0.735854 | 0.700382,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Artificial Intelligence | Computer Vision,0.813019 | 0.735854 | 0.700382 | 0.694780 | 0.676631
lda,Jungdam Won,Computer Graphics | Computer Vision,Robotics,0.553883,Robotics | Human-Computer Interaction | Computer Graphics,0.553883 | 0.452770 | 0.368084,Robotics | Human-Computer Interaction | Computer Graphics | Computer Vision | Machine Learning,0.553883 | 0.452770 | 0.368084 | 0.365918 | 0.336699
lda,Kai Zhang 0008,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Computer Vision,0.524178,Computer Vision | Artificial Intelligence | Machine Learning,0.524178 | 0.455855 | 0.444606,Computer Vision | Artificial Intelligence | Machine Learning | Computer Graphics | Robotics,0.524178 | 0.455855 | 0.444606 | 0.422204 | 0.403787
lda,Kaiqi Zhao 0001,Artificial Intelligence | Data Mining | Databases | The Web & Information Retrieval,Databases,0.471640,Databases | Human-Computer Interaction | Visualization,0.471640 | 0.402886 | 0.312848,Databases | Human-Computer Interaction | Visualization | The Web & Information Retrieval | Data Mining,0.471640 | 0.402886 | 0.312848 | 0.294341 | 0.285288
lda,Kan Ren,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Data Mining,0.424271,Data Mining | Artificial Intelligence | Computer Vision,0.424271 | 0.423482 | 0.421413,Data Mining | Artificial Intelligence | Computer Vision | Databases | Machine Learning,0.424271 | 0.423482 | 0.421413 | 0.413574 | 0.404745
lda,Kannan Ramchandran,Data Mining | Machine Learning,Machine Learning,0.456885,Machine Learning | Natural Language Processing | Artificial Intelligence,0.456885 | 0.436822 | 0.429747,Machine Learning | Natural Language Processing | Artificial Intelligence | Robotics | Databases,0.456885 | 0.436822 | 0.429747 | 0.385543 | 0.374502
lda,Karl Tuyls,Artificial Intelligence | Machine Learning | Robotics,Machine Learning,0.465381,Machine Learning | Artificial Intelligence | Robotics,0.465381 | 0.453371 | 0.420063,Machine Learning | Artificial Intelligence | Robotics | Data Mining | Computer Vision,0.465381 | 0.453371 | 0.420063 | 0.367223 | 0.355634
lda,Katerina Fragkiadaki,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.821614,Computer Graphics | Computer Vision | Robotics,0.821614 | 0.680911 | 0.612736,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.821614 | 0.680911 | 0.612736 | 0.540387 | 0.516175
lda,Katrina Ligett,Machine Learning | The Web & Information Retrieval,Software Engineering,0.694762,Software Engineering | Human-Computer Interaction | Visualization,0.694762 | 0.587586 | 0.525139,Software Engineering | Human-Computer Interaction | Visualization | Natural Language Processing | The Web & Information Retrieval,0.694762 | 0.587586 | 0.525139 | 0.501985 | 0.501372
lda,Ke Yi 0001,Data Mining | Databases | Human-Computer Interaction | Machine Learning,Databases,0.737815,Databases | Data Mining | The Web & Information Retrieval,0.737815 | 0.431255 | 0.409716,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Visualization,0.737815 | 0.431255 | 0.409716 | 0.351071 | 0.325092
lda,Kehai Chen,Artificial Intelligence | Natural Language Processing,Natural Language Processing,0.685932,Natural Language Processing | Artificial Intelligence | The Web & Information Retrieval,0.685932 | 0.572049 | 0.571819,Natural Language Processing | Artificial Intelligence | The Web & Information Retrieval | Machine Learning | Data Mining,0.685932 | 0.572049 | 0.571819 | 0.569887 | 0.550354
